"Id","Name","Address","County","Country","Phone","Website","Activities","PersonResponsibleName","PersonResponsibleEmail","PersonResponsibleTelephone","Email","CompanyRegistrationNumber","CompanyRegisteredName","CompanyRegisteredAddress","CharityRegulationNumber","CHYNumber"
"1628","Platinum Land Limited","8 Queripel House, 1 Duke of York Square, Kings Road, London, SW34LY",,"United Kingdom","+447702745222",,"Construction","Andrew Gillick","ag@platinum-land.com","+447702745222",,,,,,
"1541","Plunkett Foundation","The Quadrangle, Woodstock, OX20 1LH",,"United Kingdom","+441993820730","www.plunkett.co.uk","Other (Promotion of the role of community co-operatives in rural development)","Peter Couchman","peter.couchman@plunkett.co.uk","+441993810730",,,,,,
"864","Pobail le Ch??ile, CDP, Ltd","Unit 1, The Yard, Ballyconnell Road, Falcarragh, Donegal","Donegal","Ireland","0860841433","www.pobaillc.com","Other (Community Development NGO)","Paul Kernan","coordplc@eircom.net","0860841433",,"340522","POBAIL LE CHEILE C.D.P. LIMITED","THE YARD CENTRE BALLYCONNELL ROAD FALCARRAGH, LETTERKENNY CO DONEGAL",,
"429","Polio Survivors Ireland","Unit 319, Capel Building, Mary's Abbey, 7, Dublin","Dublin","Ireland","018898920","www.polio.ie","Health","Emma Clarke Conway","DO@ppsg.ie","018898920",,"354283","POST POLIO SUPPORT GROUP","319 CAPEL BUILDING MARY'S ABBEY DUBLIN 7 ","11356","11356"
"1084","Political Communications Ltd T/A Partners in Communication","9 Prince Arthur Terrace, Rathmines, 6, Dublin","Dublin","Ireland","01-6614210",,"Other (Public Affairs and Stakeholder Communications)","Jacqueline Hall","jhall@partnersincommunication.ie","01-6614210",,"145992","POLITICAL COMMUNICATIONS LIMITED","9 PRINCE ARTHUR TERRACE RATHMINES DUBLIN 6 ",,
"897","Port of Cork Company","Custom House Street, Cork, Cork, T12 CY88, Cork","Cork","Ireland","0214273125","www.portofcork.ie","Other (Port Company)","Brendan Keating","bkeating@portofcork.ie","0214273125",,,"Port of Cork Company","Custom House Street, Cork",,
"70","Port of Galway","New Docks, Galway, Galway, n/a, Galway","Galway","Ireland","091561874","www.galwayharbour.com","Other (Port Authority)","Eamon Bradshaw","skirwan@theportofgalway.com","091561874",,,"Galway Harbour Company","New Docks",,
"2013","Powerscourt","25 Lower Leeson Street, Dublin, 2, Dublin","Dublin","Ireland","015360682","https://www.powerscourt-group.com/","Other (communications)","Tanya Harrington","tanya.harrington@powerscourt-group.com","015360682",,"421321","POWERSCOURT MEDIA LIMITED","1-2 COPE STREET DUBLIN 2  ",,
"306","PR360","50 Upper Mount Street, Dublin 2",,"Ireland","+35316371777","www.pr360.ie","Lobbying","Dan Pender","dan@pr360.ie","+353516371777",,"501310","PENDER & ASSOCIATES LIMITED","50 MOUNT STREET UPPER DUBLIN 2  ",,
"313","PR Strategy Ltd","17 Gledswood Avenue, Clonskeagh, Dublin 14, Clonskeagh, D14 AY61, Dublin","Dublin","Ireland","0872367008","www.prstrategy.ie","Other (Public Relations)","Marie-Therese Culligan","mtculligan@prstrategy.ie","0872367008",,,"PR Strategy Ltd","17 Gledswood Avenue Clonskeagh, Dublin 14",,
"1689","Presentation Interprovincial Justice Desk","Room 14 St. Patrick's Hall, Marino Institute of Education, Griffith Avenue, Dublin 9, D09 K4P6, Dublin","Dublin","Ireland","0892085253",,"Other (Social Justice Work for the Presentation Sisters)","Brian O' Toole","presinterprovjustice@gmail.com","0892085253",,,,,,
"447","Prevention and Early Intervention Network","7 Red Cow Lane, Smithfield, Dublin 7, 7, Dublin","Dublin","Ireland","+35312530556","www.preventioninpractice.ie","Other (Network of Not for Profits)","Winnie Donoghue","info@pein.ie","01-2530556",,"189288","NORTHSIDE PARTNERSHIP COMPANY LIMITED BY GUARANTEE","BUNRATTY DRIVE, COOLOCK, DUBLIN 17. ","20029524","11084"
"884","PricewaterhouseCoopers","One Spencer Dock, North Wall Quay, Dublin 1, Dublin, D01X9R7, Dublin","Dublin","Ireland","7926837","www.pwc.ie","Other (Financial services)","Elizabeth Davis","elizabeth.m.davis@ie.pwc.com","7926837",,,,,,
"1632","Primark Limited","Arthur Ryan House, 22-24 Parnell Street, Dublin 1, Dublin, D01 P7W2, Dublin","Dublin","Ireland","01 8880500","primark.com","Other (Retail)","Andrew MacQueen","amacqueen@primark.ie","015245526",,"47371","PRIMARK LIMITED","ARTHUR RYAN HOUSE 22-24 PARNELL STREET DUBLIN 1 IRELAND",,
"1108","Private College Network Ltd.","Suite 1c Olympia House, 62 Dame Street, Dublin 2, Dublin, D2, Dublin","Dublin","Ireland","015987000","www.pcn.ie","Other (Organisaiton of Education Providers)","David Russell","info@pcn.ie","018783047",,"561478","PRIVATE COLLEGE NETWORK LIMITED","SUITE 1C, OLYMPIA HOUSE 62 DAME STREET, DUBLIN 2  ",,
"895","Private Hospitals Association","28 - 32 Pembroke St Upper, Dublin, D02 EK84",,"Ireland","012342612","www.privatehospitals.ie","Industry body","Simon Nugent","info@privatehospitals.ie","012342612",,"494538","PRIVATE HOSPITALS ASSOCIATION COMPANY LIMITED BY GUARANTEE","51/52 FITZWILLIAM SQUARE DUBLIN 2  ",,
"1273","Pro Life Campaign","Clifton House, Lower Fitzwilliam Street, Dublin 2",,"Ireland","01-662 9275","www.prolifecampaign.ie","Lobbying","Cora Sherlock","cora@prolifecampaign.ie","01-662 9275",,"204461","V I E COMPANY LIMITED BY GUARANTEE","SUITE 60 CLIFTON HOUSE LOWER FITZWILLIAM STREET DUBLIN 2",,
"1359","Problem Gambling Ireland","Solution Focus, Viewmount House, Dunmore Road, Waterford City, Waterford","Waterford","Ireland","0876714259","www.problemgambling.ie","Health","Barry Grant","info@problemgambling.ie","0876714259",,,"Problem Gambling Ireland","Viewmount House, Viewmount Park, Dunmore Road, Waterford City.",,
"1030","Professional Embalmers??? Association of Ireland","Unit 3, Union Road Business Park, Collooney, F91 AKW5, Sligo","Sligo","Ireland","(+353) 096-75290","http://www.professionalembalmers.ie","Other (Funeral, Death Care, Modern Embalming)","Michael Clarke","secretary@professionalembalmers.ie","00353877683226",,,,,,
"82","Professional Insurance Brokers Association Limited","Unit 14B, Cashel Business Centre, Cashel Road, Crumlin, Dublin 12, Dublin","Dublin","Ireland","014922202","www.piba.ie","Industry body","Diarmuid Kelly","diarmuid.kelly@piba.ie","0868088838",,"234651","PROFESSIONAL INSURANCE BROKERS ASSOCIATION LIMITED","UNIT 14B CASHEL BUSINESS CENTRE CASHEL ROAD CRUMLIN DUBLIN 12",,
"780","Project Arts Centre","39 East Essex Street, Temple Bar, Dublin 2, D02 RD45, Dublin","Dublin","Ireland","018819618","www.projectartscentre.ie","Other (Contemporary Arts Centre)","Claire O'Neill","claire@projectartscentre.ie","0876502443",,"35937","PROJECT ARTS CENTRE","38/41, EAST ESSEX STREET, DUBLIN 2.  ",,"CHY6465"
"1000","Project Management Limited","Killakee House, Belgard Square, Tallaght",,"Ireland","0214358922","www.pmgroup-global.com","Construction","Tony McGrath","tony.mcgrath@pmgroup-global.com","0214358922",,"43789","PROJECT MANAGEMENT LIMITED","KILLAKEE HOUSE, BELGARD SQUARE, TALLAGHT, DUBLIN 24.",,
"285","Property Owners Association of Ireland Limited (IPOA)","Ashtown Business Centre, Navan Road, Dublin 15, Dublin, D15 K6WR, Dublin","Dublin","Ireland","018276000","www.ipoa.ie","Industry body","Stephen Faughnan","info@ipoa.ie","018276000",,"468825","PROPERTY OWNERS ASSOCIATION OF IRELAND LIMITED","ASHTOWN BUSINESS CENTRE NAVAN ROAD DUBLIN 15 ",,
"1074","Prospectus Ltd","Q House, Suite 406, 76 Furze Road, Sandyford, Dublin, 18, Dublin","Dublin","Ireland","01 2902800","www.prospectus.ie","Other (Management Consultants)","Vincent Barton","mnolan@prospectus.ie","01 2902800",,"177828","PROSPECTUS LIMITED","Q HOUSE FURZE ROAD SANDYFORD DUBLIN 18",,
"1734","PROVIDENCE RESOURCES PLC","AIRFIELD HOUSE, AIRFIELD PARK, DONNYBROOK, D04 CP49, Dublin","Dublin","Ireland","+ 353 1 2194074","www.providenceresources.com","Energy & Natural Resources","DR. JOHN O'SULLIVAN","josullivan@providenceresources.com","+353 1 2194074:",,"268662","PROVIDENCE RESOURCES PUBLIC LIMITED COMPANY","Airfield House, AIRFIELD PARK, DONNYBROOK, DUBLIN 4.",,
"547","Prudential International Assurance plc","Montague House, Adelaide Road, Dublin 2., Dublin, 2, Dublin","Dublin","Ireland","01 4830542","www.prudentialinternational.co.uk","Other (Insurance Company)","Suzanna Cummins","suzanna.cummins@prudential.co.uk","01 4830542",,,"Prudential International Assurance plc","Montague House, Adelaide Road, Dublin 2",,
"793","PSG Communications","Cranford House, Montrose, Dublin 4, Dublin, 4, Dublin","Dublin","Ireland","016342555","www.psgcomms.ie","Other (Professional Services and Communications)","Cathy Madden","cathy.madden@psgplus.ie","0866050269",,,"PSG Communications Limited","Cranford House, Montrose, Donnybrook, Dublin 4",,
"1793","Psychiatric Nurses Association","Station House, The Waterways, Sallins, Kildare","Kildare","Ireland","045852300","www.pna.ie","Trade union","Peter Hughes","phughes@pna.ie","0872103514",,,"Psychiatric Nurses Association","Station House, The Waterways, Sallins, Co Kildare","545T",
"484","Public Relations Consultants Association (Ireland) - (PRCA)","84 Merrion Square, Dublin 2, D02 T882, Dublin","Dublin","Ireland","01-6618004","www.prca.ie","Industry body","Frank Condon","info@prca.ie","01-6618004",,"150411","PUBLIC RELATIONS CONSULTANTS ASSOCIATION (IRELAND) COMPANY LIMITED BY GUARANTEE","84 MERRION SQUARE DUBLIN 2  ",,
"35","Public Relations Institute of Ireland (PRII)","84 Merrion Square, Dublin 2, D02 T882, Dublin","Dublin","Ireland","01-6618004","www.prii.ie","Industry body","Frank Condon","frank@prii.ie","01-6618004",,"104919","PUBLIC RELATIONS INSTITUTE OF IRELAND COMPANY LIMITED BY GUARANTEE","84 MERRION SQUARE DUBLIN 2  ",,
"778","Public Service Executive Union","30 Merrion Square, Dublin, 15, Dublin","Dublin","Ireland","0872418151","www.pseu.ie","Trade union","George Maybury","gmaybury@pseu.ie","087 2418151",,,,,,
"695","Publicpolicy.ie","79 Merrion Square, Dublin, 2, Dublin","Dublin","Ireland","0868208855","www.publicpolicy.ie","Other (Public Policy Research)","Donal de Buitleir","donal.debuitleir@publicpolicy.ie","0868208855",,,"Irish Fiscal Policy Research Centre Limited","79 Merrion Square, Dublin 2",,
"989","Purple House Cancer Support","Aubrey Court, Parnell Road, Bray, Wicklow","Wicklow","Ireland","012866966","www.purplehouse.ie","Health","Conor O'Leary","conor.oleary@purplehouse.ie","012866966",,"362730","PURPLE HOUSE CANCER SUPPORT LIMITED","AUBREY COURT PARNELL ROAD BRAY CO. WICKLOW",,"12589"
"1006","Q4PR","88 St.Stephen's Green, Dublin 2, Dublin 2, Dublin","Dublin","Ireland","+353 1 4751444","http://www.q4pr.ie/","Other (Communications consultancy)","Angie Kinane","info@q4pr.ie","+353 1 4751444",,"371427","Q4 PR LIMITED","88 ST.STEPHENS GREEN DUBLIN 2  ",,
"1086","Quadrivium","6 Greenfield Manor, Donnybrook, Dublin, 4, Dublin","Dublin","Ireland","012697577","N/A","Other (Submissions made during a Public Consultation period to a Development Plan Variation and all the relevant Elected Members were informed of the submissions)","N O'Connor","quadriviumireland@gmail.com","012697577",,"415373","ALAN FERRIS ESTATE AGENTS LIMITED","6 GREENFIELD MANOR GREENFIELD PARK DONNYBROOK DUBLIN 4.",,
"1635","Quanta Capital","35 Pembroke Road, Ballsbridge, Dublin 4, Dublin","Dublin","Ireland","014263626",,"Other (Real Estate)","Thomas Sutcliffe","info@quantaeurope.com","014263626",,"531050","QUANTA CAPITAL LIMITED","9 FITZWILLIAM SQUARE DUBLIN 2  ",,
"1646","Quartech International","70 Shrewsbury, Ballsbridge, D04YC63, Dublin","Dublin","Ireland","0872346186","www.quartech.ie","Other (Coffee with Sean Kinsella about Quartech potential products in the residential property sector)","Ben Hoey","benhoey@quartech.ie","0872346186",,,"Quartech International Limited","70 Shrewsbury, Ballsbridge, Dublin 4",,
"1311","Queen's University Belfast","University Road, Belfast, BT71NN, Antrim","Antrim","United Kingdom","+44 (0) 28 9097 1151","www.qub.ac.uk","Other (Higher Education)","Ryan Feeney","r.feeney@qub.ac.uk","04479342056433",,,,,,
"1990","Rachael Keaney","Bridge Street, Carrick on Shannon, Leitrim","Leitrim","Ireland","0874653942",,"Other (Concerned citizen)",,"lebelle39@gmail.com",,,,,,,
"693","Raidi??  Teilif??s ??ireann","3rd Floor, Administration Building, Donnybrook, D04 P297, Dublin","Dublin","Ireland","01 208 3144","www.rte.ie","Communications/Electronics","Brian Dalton","brian.dalton@rte.ie","01 208 2453",,"155076","RTE COMMERCIAL ENTERPRISES LIMITED","DONNYBROOK, DUBLIN 4  ",,
"248","Rape Crisis Network Ireland","30 merrion Square, Dublin 2, Dublin, Dublin","Dublin","Ireland","0872196447","www.rcni.ie","Other (NGO)","Cliona Saidlear","cliona@rcni.ie","0872196447",,,"RAPE CRISIS NETWORK IRELAND LIMITED","30 Merrion Sq., Dublin 2","13236","13236"
"1543","Rape Crisis North East CLG","The Great Northern Distillery Offices, Carrick Road, Dundalk, Louth","Louth","Ireland","042 9339491","www.rcne.ie","Other (Counselling)","Grace McArdle","manager@rcne.ie","042 9339491",,,"Rape Crisis North East Limited","The Great Northern Distillery Offices, Carrick Road, Dundalk, Co. Louth.","20034115","11972"
"529","Raphoe Justice, Peace and Integrity of Creation Group (Raphoe JPIC)","Raphoe DIocesan Pastoral Centre, Monastery Ave, Cathedral Square, Letterkenny, Donegal","Donegal","Ireland","0860566893",,"Other (Justice and Social Issues)","Jim Farrell","jfcoaching@iol.ie","0860566893",,,,,,
"773","Rathgar Residents  Association","PO Box9574, Dublin 6, Dublin 6",,"Ireland","0872413419","rathgarresidentsassociation.ie","Other (Residents Association)","John McCarthy","mccarthyjon@eircom.net","0872413419",,,,,,
"1206","Rathmichael Residents Association","Stone House, Ballybride Road, Rathmichael, Shankill, Dublin","Dublin","Ireland","0857135591",,"Other (residents association)","Sarah OConnor","sarah25@eircom.net","0857135591",,,,,,
"95","RCSI (Royal College of Surgeons in Ireland)","123 St Stephen's Green, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","01 402 2100","www.rcsi.ie","Other (Healthcare Education)","Kate O'Sullivan","kateosullivan@rcsi.ie","01 4022196",,,"Royal College of Surgeons in Ireland","123 St Stephen's Green","CHY 1277","1277"
"1569","Recorded Artists Actors Performers CLG","RAAP House, 15 Carysfort Avenue, Blackrock, Blackrock, Co Dubli, Dublin","Dublin","Ireland","0876943045","www.raap.ie","Other (Music Royalty Administration)","??anna Casey","eanna.casey@raap.ie","0876943045",,"309692","RECORDED ARTISTS ACTORS PERFORMERS COMPANY LIMITED BY GUARANTEE","RAAP HOUSE 15 CARYSFORT AVENUE BLACKROCK CO. DUBLIN",,
"142","Red Flag Consulting Limited","2-4 Ely Place, Dublin, 2, Dublin","Dublin","Ireland","016344533","www.thisisredflag.com","Other (Strategic Communications, Government & Public Affairs, Crisis Communications and Regulatory Engagement.)","Karl Brophy","karl.brophy@thisisredflag.com","016344533",,"522705","RED FLAG CONSULTING LIMITED","2-4 ELY PLACE DUBLIN 2  ",,
"72","Rehab Group","Roslyn Park, Beach Road, Sandymount, Dublin 4, Dublin","Dublin","Ireland","01 2057200","www.rehab.ie","Other (Rehab is a charity which supports people with a disability and others who are disadvantaged, through a range of healht and social care, training and education and employment services. It advocates on behalf of people with a disabilty in pursuit of its charitable objectives.)","Sonya Felton","publicaffairs@rehab.ie","01-2057339",,"14800","THE REHAB GROUP","ROSLYN PARK SANDYMOUNT DUBLIN 4 ",,"4940"
"1561","Remember Us","Sarsfield Business Centre, Mill Street, Balbriggan, Dublin","Dublin","Ireland","086 0457003","www.rememberus.ie","Other (Social Group for Children and Adults with Special Needs)","Nora Roban","hello@rememberus.ie","086 0457003",,"546894","REMEMBER US","SARSFIELD BUSINESS CENTRE MILL STREET BALBRIGGAN CO. DUBLIN","CHY21252","21252"
"755","Renewable Gas Forum-Irish Green Gas Limited","Finance House, Main Street, Charleville, Charleville, P56 XY00, Cork","Cork","Ireland","00353 63 21938","www.renewablegasforum.com","Other (Industry Forum for the bio gas industry)","PJ McCarthy","pj@renewablegasforum.com","00353 87 2606468",,"555569","RENEWABLE GAS FORUM - IRISH GREEN GAS LIMITED","FINANCE HOUSE, MAIN STREET CHARLEVILLE CO. CORK ","N/A","N/A"
"875","Repak ELT","1 Ballymount Rd, clondalkin, Dublin, 22, Dublin","Dublin","Ireland","014670190",,"Other (operating a producer responsibility  scheme recoverying end of life tyres)","william Collins","william.collins@repak.ie","0866059030",,"565567","REPAK ELT COMPANY LIMITED BY GUARANTEE","RED COW INTERCHANGE ESTATE 1 BALLYMOUNT ROAD CLONDALKIN DUBLIN 22",,
"774","Representative Association Commissioned Officers","Unit 12, 4075, Kingswood Road, Citywest Business Campus, Dublin 24, D24 WE54, Dublin","Dublin","Ireland","(01)4133324","www.raco.ie","Other (Represenative Association for Commissioned Officers in the Irish Defence Forces)","Earn?!n Naughton","earnan@raco.ie","(01)4133324",,,,,,
"672","Respond!","Airmount, Dominick Place, Waterford, Waterford","Waterford","Ireland","051840200","www.respond.ie","Other (Charitable Company Limited By Guarantee with the Charitable Purpose: The Relief of poverty or economic hardship, Advancement of education,Other purpose that is of benefit to the community and  Advancement of community development, including rural or urban regeneration)","Br??d  Mc Grath","brid.mcgrath@respond.ie","051840200",,,"Respond!","Airmount, Dominick Place, waterford","20012625","6629"
"1974","Respond Support CLG","Johns College, The Folly, Waterford, Waterford","Waterford","Ireland","01 808 7731","www.respondsupport.ie","Other (Charity)","Lorraine Fleming","lorraine.fleming@respondsupport.ie","01 808 7731",,,"Respond Support","AIRMOUNT, DOMINICK PLACE, WATERFORD","CHY10864","CHY10864"
"1056","Responsible Retailing of Alcohol Ireland Limited (RRAI)","70 Sir John Rogerson's Quay, Dublin, D2, Dublin","Dublin","Ireland","00 353 86 0302403","www.rrai.ie","Other (Body established under the auspices of the Department of Justice and Department of Health to independently monitor compliance to an agreed Code on the display and sale of alcohol in mixed trading stores.)","Jerome White","executive@rrai.ie","00 353 86 0302403",,"472535","RESPONSIBLE RETAILING OF ALCOHOL IN IRELAND LIMITED","70, SIR JOHN ROGERSON'S QUAY, DUBLIN 2.  ",,
"916","Restaurants Association of Ireland","11 Bridge Court, Citygate, St. Augustine Street, Dublin, 8, Dublin","Dublin","Ireland","+35316779901","http://www.rai.ie/","Industry body","Adrian Cummins","adrian@rai.ie","01-6779901",,"56224","RESTAURANTS ASSOCIATION OF IRELAND LIMITED","11, BRIDGE COURT, CITY GATE, DUBLIN 8. ",,
"348","Retail Excellence Ireland","1 Barrack Street, Ennis, Ennis, Clare","Clare","Ireland","0656846927","retailexcellence.ie","Industry body","David Fitzsimons","david@retailexcellence.ie","0656846927",,,"Retail Excellence Services Limited","1 Barrack Street, Ennis, County Clare",,
"707","Retail Grocery Dairy & Allied Trades Association/ RGDATA Ltd","Rock House, Main Street Blackrock, Blackrock, Dublin","Dublin","Ireland","01 2887584","www.rgdata.ie","Other (Trade association representing independent, family owned grocery/convenience shops and supermarkets.)","Tara Buckley","tbuckley@rgdata.ie","012887584",,"104445","R.G.D.A.T.A. LIMITED","ROCK HOUSE, MAIN STREET, BLACKROCK, CO. DUBLIN.",,
"1137","Retailers Against Smuggling","Suite 206, Upper Pembroke Street 28-32, Dublin 2, Dublin, Dublin","Dublin","Ireland","0872431513","www.retailersagainstsmuggling.ie","Industry body","Benny Gilsenan","info@retailersagainstsmuggling.ie","0872431513",,,"Retailers Against Smuggling","PO Box 16126, Ballsbridge, Dublin 4",,
"1054","RHH International","The Old Coach House, Chapelizod Road, Dublin, 00008, Dublin","Dublin","Ireland","+353 86 821 1346",,"Finance","John Moran","moran.john.a@gmail.com","+353 86 821 1346",,,"Redhouse Hill International Unlimited Company","The Old Coach House, Chapelizod Road, Islandbridge, Dublin 8",,
"997","RIAI","8 Merrion Square, Dublin 2, Dublin, Dublin","Dublin","Ireland","016761703",,"Industry body","Kathryn Meghen","kmeghen@riai.ie","016761703",,"3498","ROYAL INSTITUTE OF THE ARCHITECTS OF IRELAND","8, MERRION SQUARE, DUBLIN 2  ",,"5436"
"1927","Richard Draper","Kilmurray, Kilmacanogue, -, Wicklow","Wicklow","Ireland","0872731140",,"Manufacturing",,"sugarloafconcrete@eircom.net",,,,,,,
"1427","Richard Good","5 Beaver Row, Donnybrook, Dublin, 4, Dublin","Dublin","Ireland","01-2839879",,"Other (Seeking to protect and enhance the environment)",,"richardgood1@eircom.net",,,,,,,
"1370","Right of Place Second Chance","Offices & Apartments, 100-101, Lower Glanmire Road, Cork, T23 XTP1, Cork","Cork","Ireland","1890 200 709","www.rightofplace.com","Other (Charitable)","Miche?!l Walsh","micheal.j.walsh@rightofplace.com","1890 200 709",,"333465","RIGHT OF PLACE SECOND CHANCE LIMITED","100-101, Lower Glanmire Road, Cork.  ","14581","14581"
"1794","Riordans Fermoy Ltd","Supervalu, Courthouse Road, Fermoy, P61 AX04, Cork","Cork","Ireland","0861038287","www.supervalufrermoy.com","Other (Supervalu Retail Store)","Michael Riordan","riordansfermoy@indigo.ie","02531275",,"21885","RIORDANS (FERMOY) LIMITED","COURTHOUSE ROAD FERMOY CO CORK ",,
"1155","Riverstown Enterprise Development(Sligo)Ltd","Millview House, Riverstown, Riverstown, Sligo","Sligo","Ireland","0862356688","sligofolkpark.com","Other (Museums/Tourism)","PaulQuinn","sligofolkpark@eircom.net","087 9855274",,"182370","RIVERSTOWN ENTERPRISES DEVELOPMENT (SLIGO) COMPANY LIMITED BY GUARANTEE","THE COMMUNITY HALL, RIVERSTOWN, CO SLIGO ",,
"1187","Robert & Breda Quinn","Drakelands Middle, Kilkenny, Kilkenny","Kilkenny","Ireland","0879612430",,"Other (Publician/Hotelier)",,"thebrogmaker@gmail.com",,,,,,,
"651","Robert and Denise Campion","98 Carrick Court, Portmarnock, Portmarnock, Portmarnock, 01, Dublin","Dublin","Ireland","Not published",,"Other (We spoke to Councillor Anthony Lavin on Saturday 21st.Nov'15 regarding the possibility of building some houses on the 8 acre sitre we own on Kinsealy Lane.)",,"campion.family@gmail.com",,,,,,,
"1130","Robert McCarthy","71 Lansdowne Road, Ballsbridge, 4, Dublin","Dublin","Ireland","+353872361345",,"Lobbying",,"robmccarthy98@gmail.com",,,,,,,
"1673","Robert murphy","SuperValu, Main street, Ballymun, Ballymun, D 11, Dublin","Dublin","Ireland","0872902566",,"Other (Community Activist .)",,"nan99@eircom.net",,,,,,,
"1142","Roche","3004 Lake Drive, Naas Road, Citywest, Dublin 2, Dublin","Dublin","Ireland","+353 1 469 0700","www.roche.ie","Health","Sin??ad O'Rourke","sinead.orourke@roche.com","+353 1 469 0700",,,"Roche Products (Ireland) Limited","3004 Lake Drive, Citywest, Dublin 24",,
"1243","Rod Mc Govern","32 Ranelagh Road, Ranelagh, D6, Dublin","Dublin","Ireland","014956666",,"Other (I met with the DLR Councillors (listed below) on the 9th of October 2015 to request their support in reinstating a Special Local Objective onto the Development Plane, which the county manager had removed in the 2016 Draft Plan. This SLO was for a Retirement Village and independent living development and to incorporate and Stroke Rehabilitation Clinic. The motion did not receive the required support. Cllr. Deirdre Donnelly, Kevin Daly, Mary Hannifin, Seamus O???Neill, Chris Curran and Shane O???Brien)",,"rod.mcgovern@gmail.com",,,,,,,
"1659","Rohde Public Policy SPRL","Rue Guimard 10, Brussels, 1040",,"Belgium","003227432890","www.rpp-group.com","Health","Sebastian Rohde","a.johnson@rpp-group.com","0032476982999",,,"Rohde Public Policy SPRL","Rue Guimard 10, 1040 Brussels, Belgium","-","-"
"682","Ronan Group Real Estate","Treasury Building, Lower Grand Canal Street, Dublin, D2, Dublin","Dublin","Ireland","+353 1 6613207","www.ronangrouprealestate.com","Other (Property Investment & Development)","Niall Considine","nconsidine@ronangrouprealestate.com","+353 1 6613207",,,"RONAN GROUP REAL ESTATE LIMITED","TREASURY BUILDING, LOWER GRAND CANAL STREET, DUBLIN 2",,
"2021","Ronan Mellett","First Floor, Blackthorn Exchange, Bracken Road, Sandyford, Dublin","Dublin","Ireland","0872889255",,"Construction","ronan mellett","ronan@regoproperty.com","087 2889255",,"611585","REGO CONSULTANCY LIMITED","FIRST FLOOR BLACKTHORN EXCHANGE BRACKEN ROAD, SANDYFORD DUBLIN 18",,
"1575","Rory Carroll","Not published",,,"Not published",,"Communications/Electronics",,"Not published",,"Not published",,,,,
"925","Ros Dumhach Cogaisiochta Teoranta","Main Street, Castlebar, Mayo","Mayo","Ireland","0949044614","www.nicofresh.com","Health","Tony Geraghty","tony@kix.ie","0861706986",,"532108","ROS DUMHACH C?""GAIS?�OCHTA TEORANTA","3A TALBOT STREET DUBLIN 1  ",,
"1612","Roscommon Public Participation Network","Unit 12, Tower B,, Roscommon West Business Park,, Golf Links Road,, Roscommon, none, Roscommon","Roscommon","Ireland","0906665735","www.roscommonppn.ie","Other (Public Participation Network)","Roscommon Public Participation Network","info@roscommonppn.ie","0860478616",,,,,,
"1962","Rosedale (Kilmacow) Vol Housing Assoc Ltd","Rosedale, Upper Kilmacow, Co Kilkenny, Via Waterford, 0000, Kilkenny","Kilkenny","Ireland","0872525681",,"Other (Care Services for Elderly Residents)","Liam Dalton","daltonliam@eircom.net","0872525681",,,"Rosedale (Kilmacow) Voluntary Housing Association Ltd","Upper Kilmacow, Co Kilkenny","20029876",
"1515","Rosshill/Roscam Residents Association","Rosshill Road,, Roscam,, Galway",,"Ireland","0872466255",,"Other (Community Activites)","Ray Weldon","weldonray@gmail.com","0872466255",,,,,,
"487","Rowing Ireland","National Rowing Centre, Farran Wood, Farran, Cork, Cork","Cork","Ireland","0217434044","www.rowingireland.ie","Health","Hamish Adams","hamish.adams@rowingireland.ie","0863502552",,,"Irish Amateur Rowing Union",,,
"453","Roy Dooney","17 Northumberland Avenue, Dun Laoghaire, A96 TK33, Dublin","Dublin","Ireland","0872414165",,"Lobbying",,"dooney@indigo.ie",,,,,,,
"225","Royal College of Physicians of Ireland","19 South Frederick St, Dublin, Dublin, 2, Dublin","Dublin","Ireland","018639797","www.rcpi.ie","Health","Siobhan Creaton","siobhancreaton@rcpi.ie","01 8639797",,,"Royal College of Physicians of Ireland","Frederick House, 19 South Frederick Street, Dublin 2","CHY1897","CHY1897"
"608","Royal Dublin Society","Ballsbridge, Dublin 4, Dublin, D04 AK83, Dublin","Dublin","Ireland","+353 1 2407221","www.rds.ie","Other (The longterm contribution of effective voluntary effort and expertise to encourage the broad economic and cultural development of Ireland by educating, providing practical guidance, rewarding excellence and encouraging ability.)","Michael Duffy","michael.duffy@rds.ie","+353 1 2407224",,,,,"CHY 1325","CHY 1325"
"1929","Royal London","47-49 St Stephen's Green, Dublin 2, Dublin, 2, Dublin","Dublin","Ireland","01 4293341","www.royallondon.ie","Other (Insurance)","Sara Murphy","sara.murphy@royallondon.ie","014293341",,"908341","THE ROYAL LONDON MUTUAL INSURANCE SOCIETY LIMITED","47 - 49 ST.STEPHEN'S GREEN DUBLIN 2.  ",,
"1620","Ruair?? Quinn","Sandymount, Dublin 4",,"Ireland","Not published",,"Lobbying",,"ruairi@ruairiquinn.eu",,,,,,,
"346","Ruhama","25, Cork Street, Dublin, Dublin 8, Dublin","Dublin","Ireland","01 836 0292","www.ruhama.ie","Other (NGO supporting women affected by prostitution including victims of sex trafficking)","Sarah Benson","sarah@ruhama.ie","01 836 0292",,"209799","RUHAMA","25 CORK STREET DUBLIN 8 D8 D08 YD9 Y DUBLIN",,"10733"
